t,ins_ref,ins_vel_ref,tws_ref,tws_vel_ref,xm,xm_dot,pm,mode_impedance,xr,dx,xc,x_ref,v_cmd,x_cmd,dF,ke_hat,be_hat,xe_hat,hysteresis_current,dfdt_abs,f_safe,tws_meas,tws_meas_vel
0.0,0.0,0.0,0.0,0.0,0.003367034485563636,0.0,0.00047138482797890905,0,0.0,0.0,0.0,0.0,-0.003367034485563636,0.0033333641407079996,4.9995286151720215,100.0,0.5,0.0,0.2,0.0,5.0,-1.0899520175300381e-10,0.0
0.01006317138671875,0.0,0.0,0.0,0.0,0.0033333641407079996,-0.003367034485563636,0.0004330006348434836,0,0.0,0.0,0.0,0.0,-0.0033333641407079996,0.0032998199260657127,4.999566999365157,100.0,0.5,0.0,0.33000000000000007,0.003814323701778986,5.0,-1.0899520175300381e-10,0.0
0.020126819610595703,0.0,0.0,0.0,0.0,0.0032998199260657127,-0.0033333641407079996,0.0004286411482421198,0,0.0,0.0,0.0,0.0,-0.0032998199260657127,0.0032666116991276473,4.999571358851758,100.0,0.5,0.0,0.4470000000000001,0.00043319147334865246,5.0,-1.0899520175300381e-10,0.0
0.030189990997314453,0.0,0.0,0.0,0.0,0.0032666116991276473,-0.0032998199260657127,0.0004243274386172135,0,0.0,0.0,0.0,0.0,-0.0032666116991276473,0.003233739225745465,4.999575672561383,100.0,0.5,0.0,0.5523000000000001,0.00042866303863208307,5.0,-1.1352204593029214e-10,-4.498426990186015e-10
0.040254831314086914,0.0,0.0,0.0,0.0,0.003233739225745465,-0.0032666116991276473,0.0004200573746130887,0,0.0,0.0,0.0,0.0,-0.003233739225745465,0.0032011921568122536,4.999579942625387,100.0,0.5,0.0,0.6470700000000001,0.00042425551421903943,5.0,-1.1352204593029214e-10,0.0
0.05041933059692383,0.0,0.0,0.0,0.0,0.0032011921568122536,-0.003233739225745465,0.0004158295096962609,0,0.0,0.0,0.0,0.0,-0.0032011921568122536,0.003168653641430112,4.999584170490304,100.0,0.5,0.0,0.7323630000000002,0.0004159442387847575,5.0,-1.1352204593029214e-10,0.0
0.06048417091369629,0.0,0.0,4.573172378757868,113.74230719596794,0.003168653641430112,-0.0032011921568122536,0.0004115995882320932,0,0.0,0.0,0.0,0.0,-0.003168653641430112,0.0031367616485099585,4.999588400411768,100.0,0.5,0.0,0.8091267000000002,0.0004202671210907109,5.0,-1.1352204593029214e-10,0.0
0.07054877281188965,0.0,0.0,4.573172378757868,113.74230719596794,0.0031367616485099585,-0.003168653641430112,0.0004074600943770931,0,0.0,0.0,0.0,0.0,-0.0031367616485099585,0.003105191391268185,4.999592539905623,100.0,0.5,0.0,0.8782140300000002,0.0004112923587909768,5.0,1.1374937436414712e-08,1.1414718235807452e-06
0.0806126594543457,0.0,0.0,4.573172378757868,113.74230719596794,0.003105191391268185,-0.0031367616485099585,0.00040335917829244634,0,0.0,0.0,0.0,0.0,-0.003105191391268185,0.0030739410971033316,4.999596640821707,100.0,0.5,0.0,0.9403926270000003,0.00040748830251589136,5.0,1.1374937436414712e-08,0.0
0.09067511558532715,0.0,0.0,6.283185307179586,56.66946418990334,0.0030739410971033316,-0.003105191391268185,0.00039929983968178465,0,0.0,0.0,0.0,0.0,-0.0030739410971033316,0.0030430096996645084,4.999600700160318,100.0,0.5,0.0,0.9963533643000003,0.00040341429148330277,5.0,1.1374937436414712e-08,0.0
0.1007375717163086,0.0,0.0,6.283185307179586,0.0,0.0030430096996645084,-0.0030739410971033316,0.0003952819469819979,0,0.0,0.0,0.0,0.0,-0.0030430096996645084,0.003012389548055483,4.999604718053018,100.0,0.5,0.0,1.0467180278700003,0.0003992954252407616,5.0,1.1374937436414712e-08,0.0
0.11080169677734375,0.0,0.0,6.283185307179586,0.0,0.003012389548055483,-0.0030430096996645084,0.00039130443973112253,0,0.0,0.0,0.0,0.0,-0.003012389548055483,0.0029820724829112974,4.999608695560269,100.0,0.5,0.0,1.0920462250830003,0.00039521639752619083,5.0,9.258332767103639e-09,-2.1031184096726312e-07
0.1208653450012207,0.0,0.0,6.283185307179586,0.0,0.0029820724829112974,-0.003012389548055483,0.0003873662521270268,0,0.0,0.0,0.0,0.0,-0.0029820724829112974,0.0029520619544651746,4.999612633747873,100.0,0.5,0.0,1.1328416025747003,0.00039132802702224743,5.0,9.258332767103639e-09,0.0
0.13092827796936035,0.0,0.0,6.283185307179586,0.0,0.0029520619544651746,-0.0029820724829112974,0.0003834679487960115,0,0.0,0.0,0.0,0.0,-0.0029520619544651746,0.002922355552899596,4.999616532051204,100.0,0.5,0.0,1.1695574423172306,0.0003873923580091186,5.0,9.258332767103639e-09,0.0
0.1409916877746582,0.0,0.0,6.283185307179586,0.0,0.002922355552899596,-0.0029520619544651746,0.00037960915786129174,0,0.0,0.0,0.0,0.0,-0.002922355552899596,0.0028929466913739797,4.999620390842138,100.0,0.5,0.0,1.2026016980855077,0.0003834476593299736,5.0,9.258332767103639e-09,0.0
0.15105676651000977,0.0,0.0,6.283185307179586,0.0,0.0028929466913739797,-0.002922355552899596,0.00037578898126336126,0,0.0,0.0,0.0,0.0,-0.0028929466913739797,0.0028638289551481256,4.9996242110187366,100.0,0.5,0.0,1.2323415282769568,0.0003795476119340109,5.0,9.258332767103639e-09,0.0
0.16112375259399414,-1.2567591217326535,-62.579153197912404,6.283185307179586,0.0,0.0028638289551481256,-0.0028929466913739797,0.0003720065868069978,0,-1.2567591217326535,0.0,-1.2567591217326535,-1.2567591217326535,-63.8387761486002,-0.6398002421514037,4.999627993413193,100.0,0.5,0.0,1.2591073754492612,0.00037572262689235903,5.0,0.3927863538265228,39.01727302405594
0.17118573188781738,-1.8260715562542962,-56.56447758767887,6.283185307179586,0.0,-0.6398002421514037,-63.8387761486002,0.0,0,-1.8260715562542962,0.0,-1.8260715562542962,-1.8260715562542962,-57.75074890178176,-1.2208870818039173,5.0,100.0,0.5,0.0,1.2831966379043354,0.03697151186102737,5.0,0.3927863538265228,0.0
