t,ins_ref,ins_vel_ref,tws_ref,tws_vel_ref,xm,xm_dot,pm,mode_impedance,xr,dx,xc,x_ref,v_cmd,x_cmd,dF,ke_hat,be_hat,xe_hat,hysteresis_current,dfdt_abs,f_safe,tws_meas,tws_meas_vel
0.0,0.0,0.0,0.0,0.0,0.0033670321572571993,0.0,0.00047138450201600796,0,0.0,0.0,0.0,0.0,-0.0033670321572571993,0.0033333618356846274,4.999528615497984,100.0,0.5,0.0,0.2,0.0,5.0,-1.4930169600635423e-10,0.0
0.010081052780151367,0.0,0.0,0.0,0.0,0.0033333618356846274,-0.0033670321572571993,0.0004330003354232759,0,0.0,0.0,0.0,0.0,-0.0033333618356846274,0.003299758039083748,4.999566999664577,100.0,0.5,0.0,0.33000000000000007,0.00380755536448602,5.0,-1.4930169600635423e-10,0.0
0.020151376724243164,0.0,0.0,0.0,0.0,0.003299758039083748,-0.0033333618356846274,0.00042863250711487844,0,0.0,0.0,0.0,0.0,-0.003299758039083748,0.0032665284066930532,4.999571367492885,100.0,0.5,0.0,0.4470000000000001,0.00043373265176440117,5.0,-1.4930169600635423e-10,0.0
0.03022289276123047,0.0,0.0,0.0,0.0,0.0032665284066930532,-0.003299758039083748,0.00042431639654619003,0,0.0,0.0,0.0,0.0,-0.0032665284066930532,0.003233629513459769,4.999575683603454,100.0,0.5,0.0,0.5523000000000001,0.00042854626382340396,5.0,-1.4930169600635423e-10,0.0
0.040296316146850586,-0.01285530845207286,-0.6390938704457021,-0.0462178150157356,-2.2976906693504633,0.003233629513459769,-0.0032665284066930532,0.00042004284781743716,0,-0.01285530845207286,0.0,-0.01285530845207286,-0.01285530845207286,-0.6551828084112348,-0.0033663043106462284,4.999579957152182,100.0,0.5,0.0,0.6470700000000001,0.00042423995946138743,5.0,-1.3860380898567115e-10,1.0619912031052316e-09
0.05048394203186035,-0.01285530845207286,-0.6390938704457021,-0.0462178150157356,-2.2976906693504633,-0.0033663043106462284,-0.6551828084112348,0.0,0,-0.01285530845207286,0.0,-0.01285530845207286,-0.01285530845207286,-0.6485828745871287,-0.009973823992364104,5.0,100.0,0.5,0.0,0.7323630000000002,0.04123069030592249,5.0,-1.3860380898567115e-10,0.0
0.0651087760925293,-0.04397190840153223,-1.0321761383254027,-0.154168062759216,-3.580843344970665,-0.009973823992364104,-0.6485828745871287,0.0,0,-0.04397190840153223,0.0,-0.04397190840153223,-0.04397190840153223,-1.0661742227345707,-0.025566445079619894,5.0,100.0,0.5,0.0,0.8091267000000002,0.0,5.0,-1.3860380898567115e-10,0.0
0.07518386840820312,-0.04397190840153223,-1.0321761383254027,-0.154168062759216,-3.580843344970665,-0.025566445079619894,-1.0661742227345707,0.0,0,-0.04397190840153223,0.0,-0.04397190840153223,-0.04397190840153223,-1.050581601647315,-0.036151151701365056,5.0,100.0,0.5,0.0,0.8782140300000002,0.0,5.0,9.588031701923683e-09,9.65414033554573e-07
0.08528518676757812,-0.06160431718484635,-0.8718310309035882,-0.21533872085054617,-3.0245713197894393,-0.036151151701365056,-1.050581601647315,0.0,0,-0.06160431718484635,0.0,-0.06160431718484635,-0.06160431718484635,-0.8972841963870695,-0.045214905027906795,5.0,100.0,0.5,0.0,0.9403926270000003,0.0,5.0,9.588031701923683e-09,0.0
0.09536123275756836,-0.06160431718484635,-0.8718310309035882,-0.21533872085054617,-3.0245713197894393,-0.045214905027906795,-0.8972841963870695,0.0,0,-0.06160431718484635,0.0,-0.06160431718484635,-0.06160431718484635,-0.8882204430605277,-0.054164655061434176,5.0,100.0,0.5,0.0,0.9963533643000003,0.0,5.0,9.588031701923683e-09,0.0
0.10543704032897949,-0.05390237999072325,0.3844510214699957,-0.3544907154228535,-6.945931277358549,-0.054164655061434176,-0.8882204430605277,0.0,0,-0.05390237999072325,0.0,-0.05390237999072325,-0.05390237999072325,0.38471329654070663,-0.050288357915326785,5.0,100.0,0.5,0.0,1.0467180278700003,0.0,5.0,9.588031701923683e-09,0.0
0.11559176445007324,-0.05390237999072325,0.3844510214699957,-0.3544907154228535,-6.945931277358549,-0.050288357915326785,0.38471329654070663,0.0,0,-0.05390237999072325,0.0,-0.05390237999072325,-0.05390237999072325,0.38083699939459925,-0.04642106325136947,5.0,100.0,0.5,0.0,1.0920462250830003,0.0,5.0,9.588031701923683e-09,0.0
