t,ins_ref,ins_vel_ref,tws_ref,tws_vel_ref,xm,xm_dot,pm,mode_impedance,xr,dx,xc,x_ref,v_cmd,x_cmd,dF,ke_hat,be_hat,xe_hat,hysteresis_current,dfdt_abs,f_safe,tws_meas,tws_meas_vel
0.0,0.0,0.0,0.0,0.0,0.0033669937402009964,-2.436180831864476,-0.023890429195016622,0,0.0,0.0,0.0,0.0,-0.0033669937402009964,0.003310877177864313,5.023890429195017,100.0,0.5,0.0,0.2,0.0,5.0,3.412363794308426e-11,0.0
0.016770601272583008,0.0,0.0,0.0,0.0,0.003310877177864313,-2.436180831864476,-0.023898285513743758,0,0.0,0.0,0.0,0.0,-0.003310877177864313,0.0032553517768518555,5.023898285513744,100.0,0.5,0.0,0.33000000000000007,0.00046845778511109173,5.0,3.412363794308426e-11,0.0
0.03362107276916504,0.0,0.0,0.0,0.0,0.0032553517768518555,-2.436180831864476,-0.0239060590698855,0,0.0,0.0,0.0,0.0,-0.0032553517768518555,0.003200497564524666,5.023906059069885,100.0,0.5,0.0,0.4470000000000001,0.00046132573461340115,5.0,3.412363794308426e-11,0.0
0.050353050231933594,-0.0030263481128556696,-0.09049343757453882,-0.1636278645070109,-4.8927774961909885,0.003200497564524666,-2.4363610427826643,-0.02391554076879319,0,-0.0030263481128556696,0.0,-0.0030263481128556696,-0.0030263481128556696,-0.09672028325191916,0.0015821759649609637,5.023915540768793,100.0,0.5,0.0,0.5523000000000001,0.0005666813100118731,5.0,4.0351250119030624e-11,3.7219821684578765e-10
0.06709551811218262,-0.0030263481128556696,-0.09049343757453882,-0.1636278645070109,-4.8927774961909885,0.0015821759649609637,-2.4363610427826643,-0.02414210579273211,0,-0.0030263481128556696,0.0,-0.0030263481128556696,-0.0030263481128556696,-0.09510196165235545,-1.0065573352271767e-05,5.024142105792732,100.0,0.5,0.0,0.6470700000000001,0.013532355299077236,5.0,4.0351250119030624e-11,0.0
0.08383417129516602,-0.0054475065834531326,-0.07234556531613692,-0.5000051744568899,-10.051141609842752,-1.0065573352271767e-05,-2.4363610427826643,0.0,0,-0.0054475065834531326,0.0,-0.0054475065834531326,-0.0054475065834531326,-0.07778300632623779,-0.0013120483397769697,5.0,100.0,0.5,0.0,0.7020001033601985,1.442296792269709,5.0,4.0351250119030624e-11,0.0
0.1010746955871582,-0.0054475065834531326,-0.07234556531613692,-0.5000051744568899,-10.051141609842752,-0.0013120483397769697,-20.970812067389488,0.0,0,-0.0054475065834531326,0.0,-0.0054475065834531326,-0.0054475065834531326,-0.07648102355981308,-0.0026306212843363536,5.0,100.0,0.5,0.0,0.7818000930241786,0.0,5.0,1.3275164821580088e-11,-1.570490829564083e-09
0.1178584098815918,-0.007383952481732417,-0.05778921333183724,-0.91576415658197,-12.407464899485948,-0.0026306212843363536,-20.970812067389488,0.0,0,-0.007383952481732417,0.0,-0.007383952481732417,-0.007383952481732417,-0.0625425445292333,-0.003680317482961896,5.0,100.0,0.5,0.0,0.8536200837217608,0.0,5.0,1.3275164821580088e-11,0.0
0.1346144676208496,-0.009116432868312778,-0.10377226972688729,-1.2877313169949542,-22.280123226162768,-0.003680317482961896,-20.970812067389488,0.0,0,-0.009116432868312778,0.0,-0.009116432868312778,-0.009116432868312778,-0.10920838511223817,-0.0055102194895136625,5.0,100.0,0.5,0.0,0.9182580753495847,0.0,5.0,1.3275164821580088e-11,0.0
0.15160751342773438,-0.01066550779944486,-0.09229237886826536,-1.5320074775630879,-14.553736237383559,-0.0055102194895136625,-3.6232280544936657,0.0,0,-0.01066550779944486,0.0,-0.01066550779944486,-0.01066550779944486,-0.09744766717819656,-0.007166152161646818,5.0,100.0,0.5,0.0,0.9764322678146262,0.0,5.0,-0.022742677479982376,-1.3383520383404899
